==> Coverage for workspace (excluding non-instrumented crates)
info: cargo-llvm-cov currently setting cfg(coverage) and cfg(coverage_nightly); you can opt-out it by passing --no-cfg-coverage and --no-cfg-coverage-nightly
warning: in config file .config/nextest.toml, ignoring unknown configuration key: env
    Finished `test` profile [unoptimized + debuginfo] target(s) in 1m 05s
────────────
 Nextest run ID 8e89d531-4d27-4fe0-80cd-9f64f2930088 with nextest profile: default
    Starting 4367 tests across 20 binaries
        PASS [   0.012s] (   1/4367) postcss_value_parser parse::tests::a_cut_on_a_character_boundary_takes_the_cheap_path
        PASS [   0.013s] (   2/4367) postcss_value_parser tests::parity::an_override_replaces_the_same_nodes
        PASS [   0.013s] (   3/4367) postcss_value_parser parse::tests::bounds_outside_the_buffer_clamp_instead_of_panicking
        PASS [   0.013s] (   4/4367) postcss_value_parser tests::parity::an_override_sees_a_function_before_its_arguments
        PASS [   0.013s] (   5/4367) postcss_value_parser tests::parity::an_override_is_consulted_left_to_right
        PASS [   0.013s] (   6/4367) postcss_value_parser tests::parity::serializes_every_value_into_the_same_text
        PASS [   0.015s] (   7/4367) postcss_value_parser tests::parity::splits_every_word_into_the_same_number_and_unit
        PASS [   0.016s] (   8/4367) postcss_value_parser parse::tests::a_cut_inside_a_character_is_replaced_rather_than_fatal
        PASS [   0.016s] (   9/4367) postcss_value_parser tests::parity::round_trips_every_value_byte_for_byte
        PASS [   0.018s] (  10/4367) postcss_value_parser tests::parity::parses_every_value_into_the_same_tree
        PASS [   0.010s] (  11/4367) postcss_value_parser tests::properties::a_node_list_is_restructured_outside_the_walk
        PASS [   0.011s] (  12/4367) postcss_value_parser tests::properties::a_quoted_url_body_stays_a_string
        PASS [   0.011s] (  13/4367) postcss_value_parser tests::properties::a_bubbling_walk_visits_children_first_and_ignores_the_answer
        PASS [   0.012s] (  14/4367) postcss_value_parser tests::parity::survives_values_at_the_sizes_where_scanning_stops_being_about_css
        PASS [   0.014s] (  15/4367) postcss_value_parser tests::properties::a_function_with_no_child_list_serializes_as_its_name
        PASS [   0.013s] (  16/4367) postcss_value_parser tests::properties::a_string_keeps_its_own_quote_and_its_own_bytes
        PASS [   0.010s] (  17/4367) postcss_value_parser tests::properties::a_url_body_is_one_word_however_much_css_syntax_it_contains
        PASS [   0.013s] (  18/4367) postcss_value_parser tests::properties::a_unicode_range_is_not_a_word_followed_by_a_signed_number
        PASS [   0.013s] (  19/4367) postcss_value_parser tests::properties::a_string_with_no_quote_serializes_as_its_contents
        PASS [   0.018s] (  20/4367) postcss_value_parser tests::parity::the_entry_point_parses_and_serializes_like_its_parts
        PASS [   0.011s] (  21/4367) postcss_value_parser tests::properties::a_walk_can_rewrite_the_tree_it_is_walking
        PASS [   0.010s] (  22/4367) postcss_value_parser tests::properties::a_walk_that_does_nothing_changes_nothing
        PASS [   0.011s] (  23/4367) postcss_value_parser tests::properties::a_walk_that_declines_a_function_does_not_enter_it
        PASS [   0.016s] (  24/4367) postcss_value_parser tests::properties::a_walk_visits_nested_nodes_with_sibling_indices
        PASS [   0.013s] (  25/4367) postcss_value_parser tests::properties::an_empty_value_parses_to_no_nodes
        PASS [   0.012s] (  26/4367) postcss_value_parser tests::properties::deeply_nested_functions_parse_serialize_and_walk
        PASS [   0.013s] (  27/4367) postcss_value_parser tests::properties::deeply_nested_unclosed_functions_are_all_flagged
        PASS [   0.018s] (  28/4367) postcss_value_parser tests::properties::an_override_reaches_nested_nodes_and_may_decline
        PASS [   0.012s] (  29/4367) postcss_value_parser tests::properties::every_span_runs_forward_and_ends_within_a_byte_of_the_input
        PASS [   0.012s] (  30/4367) postcss_value_parser tests::properties::offsets_count_bytes_through_multi_byte_characters
        PASS [   0.012s] (  31/4367) postcss_value_parser tests::properties::re_kinding_a_function_mid_walk_stops_the_walk_entering_it
        PASS [   0.013s] (  32/4367) postcss_value_parser tests::properties::only_an_invented_quote_and_a_trailing_backslash_reach_past_the_input
        PASS [   0.014s] (  33/4367) postcss_value_parser tests::properties::one_node_and_a_list_of_it_spell_out_the_same
        PASS [   0.028s] (  34/4367) postcss_value_parser tests::properties::a_word_that_does_not_start_with_a_number_has_no_split
        PASS [   0.030s] (  35/4367) postcss_value_parser tests::properties::every_function_starts_no_later_than_its_children
        PASS [   0.010s] (  36/4367) stylex_ast ast::tests::convertors_concat_edge_cases_test::concat_call_to_template_literal_returns_none_for_computed_prop
        PASS [   0.010s] (  37/4367) stylex_ast ast::tests::convertors_concat_edge_cases_test::concat_call_to_template_literal_returns_none_when_obj_is_non_string_lit
        PASS [   0.012s] (  38/4367) stylex_ast ast::tests::convertors_concat_edge_cases_test::concat_call_to_template_literal_returns_none_for_ident_callee
        PASS [   0.033s] (  39/4367) postcss_value_parser tests::properties::no_short_input_of_any_character_can_crash_it
        PASS [   0.021s] (  40/4367) postcss_value_parser tests::properties::what_ran_off_the_end_of_the_input_is_flagged_not_rejected
        PASS [   0.013s] (  41/4367) stylex_ast ast::tests::convertors_concat_edge_cases_test::concat_call_to_template_literal_returns_none_for_super_callee
        PASS [   0.010s] (  42/4367) stylex_ast ast::tests::convertors_concat_edge_cases_test::concat_call_to_template_literal_skips_spread_arguments
        PASS [   0.017s] (  43/4367) stylex_ast ast::tests::convertors_concat_edge_cases_test::concat_call_to_template_literal_returns_none_when_obj_is_not_lit
        PASS [   0.011s] (  44/4367) stylex_ast ast::tests::convertors_concat_edge_cases_test::convert_concat_to_tpl_expr_keeps_non_concat_calls
        PASS [   0.010s] (  45/4367) stylex_ast ast::tests::convertors_concat_edge_cases_test::convert_simple_tpl_to_str_expr_keeps_interpolated_templates
        PASS [   0.011s] (  46/4367) stylex_ast ast::tests::convertors_invalid_utf8_test::convert_atom_to_string_invalid_utf8_panics
        PASS [   0.011s] (  47/4367) stylex_ast ast::tests::convertors_invalid_utf8_test::convert_str_lit_to_string_invalid_utf8_panics
        PASS [   0.011s] (  48/4367) stylex_ast ast::tests::convertors_invalid_utf8_test::convert_str_lit_to_atom_invalid_utf8_panics
        PASS [   0.014s] (  49/4367) stylex_ast ast::tests::convertors_invalid_utf8_test::convert_atom_to_str_ref_invalid_utf8_panics
        PASS [   0.010s] (  50/4367) stylex_ast ast::tests::convertors_invalid_utf8_test::convert_wtf8_to_atom_invalid_utf8_panics
        PASS [   0.013s] (  51/4367) stylex_ast ast::tests::convertors_invalid_utf8_test::convert_tpl_to_string_lit_with_invalid_utf8_panics
        PASS [   0.038s] (  52/4367) postcss_value_parser tests::properties::very_long_values_are_scanned_whole
        PASS [   0.012s] (  53/4367) stylex_ast ast::tests::convertors_invalid_utf8_test::convert_tpl_to_string_lit_with_missing_cooked_panics
        PASS [   0.013s] (  54/4367) stylex_ast ast::tests::convertors_invalid_utf8_test::extract_tpl_cooked_value_invalid_utf8_panics
        PASS [   0.011s] (  55/4367) stylex_ast ast::tests::convertors_invalid_utf8_test::extract_tpl_cooked_value_missing_cooked_panics
        PASS [   0.011s] (  56/4367) stylex_ast ast::tests::convertors_key_value_test::empty_object_returns_empty_vec
        PASS [   0.012s] (  57/4367) stylex_ast ast::tests::convertors_key_value_test::expands_shorthand_props
        PASS [   0.014s] (  58/4367) stylex_ast ast::tests::convertors_key_value_test::extracts_key_value_props
        PASS [   0.011s] (  59/4367) stylex_ast ast::tests::convertors_key_value_test::key_computed_complex_template_panics
        PASS [   0.012s] (  60/4367) stylex_ast ast::tests::convertors_key_value_test::key_big_int_literal
        PASS [   0.012s] (  61/4367) stylex_ast ast::tests::convertors_key_value_test::key_computed_non_string_literal_panics
        PASS [   0.013s] (  62/4367) stylex_ast ast::tests::convertors_key_value_test::key_computed_non_lit_non_tpl_panics
        PASS [   0.010s] (  63/4367) stylex_ast ast::tests::convertors_key_value_test::key_computed_simple_template_literal
        PASS [   0.011s] (  64/4367) stylex_ast ast::tests::convertors_key_value_test::key_computed_string_literal
        PASS [   0.011s] (  65/4367) stylex_ast ast::tests::convertors_key_value_test::key_ident
        PASS [   0.011s] (  66/4367) stylex_ast ast::tests::convertors_key_value_test::key_number_literal
        PASS [   0.010s] (  67/4367) stylex_ast ast::tests::convertors_key_value_test::key_string_literal
        PASS [   0.016s] (  68/4367) stylex_ast ast::tests::convertors_key_value_test::key_computed_number_literal_via_to_string
        PASS [   0.010s] (  69/4367) stylex_ast ast::tests::convertors_key_value_test::spread_prop_panics
        PASS [   0.010s] (  70/4367) stylex_ast ast::tests::convertors_key_value_test::non_key_value_prop_panics
        PASS [   0.075s] (  71/4367) postcss_value_parser tests::properties::no_arrangement_of_the_characters_it_branches_on_can_crash_it
        PASS [   0.011s] (  72/4367) stylex_ast ast::tests::convertors_test::atom_utf16_length_counts_an_unpaired_surrogate
        PASS [   0.014s] (  73/4367) stylex_ast ast::tests::convertors_test::atom_utf16_length_agrees_across_both_readings
        PASS [   0.011s] (  74/4367) stylex_ast ast::tests::convertors_test::concat_call_to_template_literal_non_concat_returns_none
        PASS [   0.013s] (  75/4367) stylex_ast ast::tests::convertors_test::atom_utf16_length_counts_code_units
        PASS [   0.010s] (  76/4367) stylex_ast ast::tests::convertors_test::convert_concat_to_tpl_expr_passthrough_non_call
        PASS [   0.011s] (  77/4367) stylex_ast ast::tests::convertors_test::convert_atom_to_str_ref_valid
        PASS [   0.011s] (  78/4367) stylex_ast ast::tests::convertors_test::convert_atom_to_string_valid
        PASS [   0.012s] (  79/4367) stylex_ast ast::tests::convertors_test::convert_concat_to_tpl_expr_converts_concat_call
        PASS [   0.012s] (  80/4367) stylex_ast ast::tests::convertors_test::convert_lit_to_number_bool_false
        PASS [   0.011s] (  81/4367) stylex_ast ast::tests::convertors_test::convert_lit_to_number_null_returns_err
        PASS [   0.011s] (  82/4367) stylex_ast ast::tests::convertors_test::convert_lit_to_number_bool_true
        PASS [   0.012s] (  83/4367) stylex_ast ast::tests::convertors_test::convert_lit_to_number_names_the_literal_kind_it_refused
        PASS [   0.011s] (  84/4367) stylex_ast ast::tests::convertors_test::convert_lit_to_number_num
        PASS [   0.010s] (  85/4367) stylex_ast ast::tests::convertors_test::convert_lit_to_number_str_valid
        PASS [   0.010s] (  86/4367) stylex_ast ast::tests::convertors_test::convert_lit_to_string_null_returns_none
        PASS [   0.012s] (  87/4367) stylex_ast ast::tests::convertors_test::convert_lit_to_number_str_invalid
        PASS [   0.011s] (  88/4367) stylex_ast ast::tests::convertors_test::convert_lit_to_string_bigint
        PASS [   0.010s] (  89/4367) stylex_ast ast::tests::convertors_test::convert_lit_to_string_str
        PASS [   0.012s] (  90/4367) stylex_ast ast::tests::convertors_test::convert_lit_to_string_num
        PASS [   0.010s] (  91/4367) stylex_ast ast::tests::convertors_test::convert_member_prop_to_string_numeric_js_edge_values
        PASS [   0.012s] (  92/4367) stylex_ast ast::tests::convertors_test::convert_member_prop_to_string_ident_and_computed_str
        PASS [   0.012s] (  93/4367) stylex_ast ast::tests::convertors_test::convert_member_prop_to_string_bigint
        PASS [   0.010s] (  94/4367) stylex_ast ast::tests::convertors_test::convert_member_prop_to_string_numeric_renders_shortest_decimal
        PASS [   0.010s] (  95/4367) stylex_ast ast::tests::convertors_test::convert_member_prop_to_string_returns_none_for_non_literal_and_private
        PASS [   0.010s] (  96/4367) stylex_ast ast::tests::convertors_test::convert_member_prop_to_string_numeric_zero
